sku_record_id,geo_market,brand_name,category,sub_category,product_portfolio,product_name,product_description,variant_flavor_scent,pack_size,form_factor,upc_or_gtin,retailer_sku_id,retailer,product_url,source_type,confidence,date_collected
CL-CA-COLGATE-0384,Canada,Colgate,Mouthwash & Rinse,Mouthwash / rinse,Colgate Total,Colgate Total Active Prevention Gum Health Alcohol Free Mouthwash Mint 1L,Walmart Canada retailer listing.,Mint,1 L,Liquid Rinse,n.a.,Walmart.ca item 6000195499482,Walmart Canada,https://www.walmart.ca/en/ip/Colgate-Total-Active-Prevention-Gum-Health-Alcohol-Free-Mouthwash-Mint-1L/6000195499482,Retailer listing,High,2026-08-31
CL-CA-COLGATE-0385,Canada,Colgate,Toothpaste,Toothpaste,Colgate Total,Colgate Total Active Prevention Plaque Control Anti Plaque Toothpaste Cool Peppermint 120 Ml,Walmart Canada retailer listing.,Peppermint,120 mL,Paste / Gel,n.a.,Walmart.ca item 36UVHCSI6THB,Walmart Canada,https://www.walmart.ca/en/ip/Colgate-Total-Active-Prevention-Plaque-Control-Anti-Plaque-Toothpaste-Cool-Peppermint-120-ml/36UVHCSI6THB,Retailer listing,High,2026-08-31
CL-CA-COLGATE-0386,Canada,Colgate,Toothpaste,Toothpaste,Colgate Total,"Colgate Total Active Prevention Plaque Control Anti Plaque Toothpaste, Cool Peppermint",Actively fight the cause of plaque with Colgate Total Active Prevention Plaque Control Anti Plaque Toothpaste.,Peppermint,n.a.,Paste / Gel,827854027959,n.a.,Colgate.com/en-ca (brand site),https://www.colgate.com/en-ca/products/toothpaste/colgate-total-active-prevention-plaque-control,Brand site,Medium,2026-08-31
CL-CA-COLGATE-0387,Canada,Colgate,Toothpaste,Toothpaste,Colgate Total,Colgate Total Active Prevention Plus Deep Clean Toothpaste Mint,Walmart Canada retailer listing.,Mint,n.a.,Paste / Gel,n.a.,Walmart.ca item 6000199274799,Walmart Canada,https://www.walmart.ca/en/ip/Colgate-Total-Active-Prevention-Plus-Deep-Clean-Toothpaste-Mint/6000199274799,Retailer listing,High,2026-08-31
CL-CA-COLGATE-0388,Canada,Colgate,Toothpaste,Toothpaste,Colgate Total,Colgate Total Active Prevention Plus Deep Clean Toothpaste Mint 70 Ml,Walmart Canada retailer listing.,Mint,70 mL,Paste / Gel,n.a.,Walmart.ca item 6000199125676,Walmart Canada,https://www.walmart.ca/en/ip/Colgate-Total-Active-Prevention-Plus-Deep-Clean-Toothpaste-Mint-70-ml/6000199125676,Retailer listing,High,2026-08-31
CL-CA-COLGATE-0389,Canada,Colgate,Toothpaste,Toothpaste,Colgate Total,Colgate Total Active Prevention Plus Deep Clean Toothpaste Mint Flavour 120 Ml,Walmart Canada retailer listing.,Mint,120 mL,Paste / Gel,n.a.,Walmart.ca item 6000199125195,Walmart Canada,https://www.walmart.ca/en/ip/Colgate-Total-Active-Prevention-Plus-Deep-Clean-Toothpaste-Mint-Flavour-120-ml/6000199125195,Retailer listing,High,2026-08-31
CL-CA-COLGATE-0390,Canada,Colgate,Toothpaste,Toothpaste,Colgate Total,Colgate Total Active Prevention Plus Deep Clean Toothpaste Mint Value Pack 3X70Ml,Walmart Canada retailer listing.,Mint,70 mL,Paste / Gel,n.a.,Walmart.ca item 6000208728144,Walmart Canada,https://www.walmart.ca/en/ip/Colgate-Total-Active-Prevention-Plus-Deep-Clean-Toothpaste-Mint-Value-pack-3x70ml/6000208728144,Retailer listing,High,2026-08-31
CL-CA-COLGATE-0391,Canada,Colgate,Toothpaste,Toothpaste,Colgate Total,"Colgate Total Active Prevention Plus Deep Clean Toothpaste, Mint",Colgate Total Active Prevention Plus Deep Clean Toothpaste is clinically proven to help prevent plaque buildup. This fluoride toothpaste developed by experts is also formulated with additional fluoride to protect against cavities.,Mint,n.a.,Paste / Gel,058000142053,n.a.,Colgate.com/en-ca (brand site),https://www.colgate.com/en-ca/products/toothpaste/colgate-total-plus-deep-clean,Brand site,Medium,2026-08-31
CL-CA-COLGATE-0392,Canada,Colgate,Toothpaste,Toothpaste,Colgate Total,"Colgate Total Active Prevention Plus Enamel Toothpaste, Mint Flavour","To help prevent sensitivity, plaque, gingivitis, and tartar, choose Colgate Total Active Prevention Plus Enamel Toothpaste. This enamel repair toothpaste helps protect against early enamel erosion and works to strengthen softened enamel.",Mint,n.a.,Paste / Gel,058000142114,n.a.,Colgate.com/en-ca (brand site),https://www.colgate.com/en-ca/products/toothpaste/colgate-total-plus-enamel-strength,Brand site,Medium,2026-08-31
CL-CA-COLGATE-0393,Canada,Colgate,Toothpaste,Toothpaste,Colgate Total,Colgate Total Active Prevention Plus Gum Care Toothpaste Mint Flavour 120 Ml,Walmart Canada retailer listing.,Mint,120 mL,Paste / Gel,n.a.,Walmart.ca item 6000203249695,Walmart Canada,https://www.walmart.ca/en/ip/Colgate-Total-Active-Prevention-Plus-Gum-Care-Toothpaste-Mint-Flavour-120-mL/6000203249695,Retailer listing,High,2026-08-31
CL-CA-COLGATE-0394,Canada,Colgate,Toothpaste,Toothpaste,Colgate Total,"Colgate Total Active Prevention Plus Gum Care Toothpaste, Mint","To help prevent sensitivity, plaque, gingivitis, and tartar, choose Colgate Total Active Prevention Plus Gum Care Toothpaste. This fluoride toothpaste developed by experts is also formulated with additional fluoride to protect against cavities.",Mint,n.a.,Paste / Gel,035000993908,n.a.,Colgate.com/en-ca (brand site),https://www.colgate.com/en-ca/products/toothpaste/colgate-total-gum-protect-toothpaste-fresh-mint,Brand site,Medium,2026-08-31
CL-CA-COLGATE-0395,Canada,Colgate,Toothpaste,Toothpaste,Colgate Total,"Colgate Total Active Prevention Plus Gum Care Toothpaste, Mint Flavour","Colgate Total Active Prevention Plus Gum Care Toothpaste is clinically proven to reduce gum inflammation. Help prevent gum problems like gingivitis, gum bleeding, and gum inflammation using this toothpaste for bleeding gums.",Mint,n.a.,Paste / Gel,035000993892,n.a.,Colgate.com/en-ca (brand site),https://www.colgate.com/en-ca/products/toothpaste/colgate-total-plus-gum-care,Brand site,Medium,2026-08-31
CL-CA-COLGATE-0396,Canada,Colgate,Toothpaste,Toothpaste,Colgate Total,"Colgate Total Active Prevention Plus Sensitive and Whitening Toothpaste, Mint",Provide superior prevention and protection of your oral care health when you use this anticavity toothpaste twice daily with 4 weeks of continued use.,Mint,n.a.,Paste / Gel,035000978561,n.a.,Colgate.com/en-ca (brand site),https://www.colgate.com/en-ca/products/toothpaste/colgate-total-active-prevention-plus-sensitive-toothpaste,Brand site,Medium,2026-08-31
CL-CA-COLGATE-0397,Canada,Colgate,Toothpaste,Toothpaste,Colgate Total,"Colgate Total Active Prevention Plus Stain Removal Whitening Toothpaste, Mint",Colgate Total Active Prevention Plus Stain Removal Whitening Toothpaste can help improve your dental health by tackling common oral health issues before they begin. Provide superior prevention and protection of your oral care health when you use this anticavity toothpaste twice daily with 4 weeks of continued use.,Mint,n.a.,Paste / Gel,058000142152,n.a.,Colgate.com/en-ca (brand site),https://www.colgate.com/en-ca/products/toothpaste/colgate-total-plus-whitening,Brand site,Medium,2026-08-31
CL-CA-COLGATE-0398,Canada,Colgate,Toothpaste,Toothpaste,Colgate Total,Colgate Total Active Prevention Sensitive And Whitening Toothpaste Mint 120 Ml,Walmart Canada retailer listing.,Mint,120 mL,Paste / Gel,n.a.,Walmart.ca item 6000201629447,Walmart Canada,https://www.walmart.ca/en/ip/Colgate-Total-Active-Prevention-Sensitive-and-Whitening-Toothpaste-Mint-120-mL/6000201629447,Retailer listing,High,2026-08-31
CL-CA-COLGATE-0399,Canada,Colgate,Toothbrush,Manual toothbrush,Colgate Total,Colgate Total Active Prevention Soft Whitening Toothbrush Black,Walmart Canada retailer listing.,n.a.,n.a.,Brush,n.a.,Walmart.ca item 6000208749580,Walmart Canada,https://www.walmart.ca/en/ip/Colgate-Total-Active-Prevention-Soft-Whitening-Toothbrush-Black/6000208749580,Retailer listing,High,2026-08-31
CL-CA-COLGATE-0400,Canada,Colgate,Toothbrush,Manual toothbrush,Colgate Total,Colgate Total Active Prevention Soft Whitening Toothbrush Pack Black 2 Pack,Walmart Canada retailer listing.,n.a.,2 ct,Brush,n.a.,Walmart.ca item 6000208749189,Walmart Canada,https://www.walmart.ca/en/ip/Colgate-Total-Active-Prevention-Soft-Whitening-Toothbrush-Pack-Black-2-Pack/6000208749189,Retailer listing,High,2026-08-31
CL-CA-COLGATE-0401,Canada,Colgate,Toothbrush,Manual toothbrush,Colgate Total,"Colgate Total Active Prevention Soft Whitening Toothbrush, Black","Help prevent stain buildup by removing surface stains with the Colgate Total Whitening Toothbrush. This black toothbrush features specially engineered, high-density bristles to help polish away stains and disrupt plaque buildup so you can stay at the top of your oral care game for a clean mouth.",n.a.,n.a.,Brush,827854018858,n.a.,Colgate.com/en-ca (brand site),https://www.colgate.com/en-ca/products/toothbrush/total-active-prevention-whitening-soft-toothbrush,Brand site,Medium,2026-08-31
CL-CA-COLGATE-0402,Canada,Colgate,Toothpaste,Toothpaste,Colgate Total,Colgate Total Active Prevention Stain Removal Whitening Toothpaste Gel 120 Ml,Walmart Canada retailer listing.,n.a.,120 mL,Paste / Gel,n.a.,Walmart.ca item 6000199127432,Walmart Canada,https://www.walmart.ca/en/ip/Colgate-Total-Active-Prevention-Stain-Removal-Whitening-Toothpaste-Gel-120-mL/6000199127432,Retailer listing,High,2026-08-31
CL-CA-COLGATE-0403,Canada,Colgate,Toothbrush,Manual toothbrush,Colgate Total,Colgate Total Active Prevention Toothbrush Soft Whitening,Voila.ca (Sobeys/Safeway Canada) retailer listing.,n.a.,n.a.,Brush,n.a.,Voila article 1309528EA,Voila.ca (Sobeys/Safeway Canada),https://voila.ca/products/colgate-total-active-prevention-toothbrush-soft-whitening/1309528EA,Retailer listing,High,2026-08-31
CL-CA-COLGATE-0404,Canada,Colgate,Toothpaste,Toothpaste,Colgate Total,Colgate Total Active Prevention Whitening Toothpaste Gel Mint 120 Ml,Walmart Canada retailer listing.,Mint,120 mL,Paste / Gel,n.a.,Walmart.ca item 6000199125799,Walmart Canada,https://www.walmart.ca/en/ip/Colgate-Total-Active-Prevention-Whitening-Toothpaste-Gel-Mint-120-ml/6000199125799,Retailer listing,High,2026-08-31
CL-CA-COLGATE-0405,Canada,Colgate,Toothpaste,Toothpaste,Colgate Total,Colgate Total Active Prevention Whitening Toothpaste Gel Mint 170 Ml,Walmart Canada retailer listing.,Mint,170 mL,Paste / Gel,n.a.,Walmart.ca item 6000199126818,Walmart Canada,https://www.walmart.ca/en/ip/Colgate-Total-Active-Prevention-Whitening-Toothpaste-Gel-Mint-170-mL/6000199126818,Retailer listing,High,2026-08-31
CL-CA-COLGATE-0406,Canada,Colgate,Toothpaste,Toothpaste,Colgate Total,Colgate Total Active Prevention Whitening Toothpaste Gel Mint 70 Ml,Walmart Canada retailer listing.,Mint,70 mL,Paste / Gel,n.a.,Walmart.ca item 6000199127229,Walmart Canada,https://www.walmart.ca/en/ip/Colgate-Total-Active-Prevention-Whitening-Toothpaste-Gel-Mint-70-ml/6000199127229,Retailer listing,High,2026-08-31
CL-CA-COLGATE-0407,Canada,Colgate,Toothpaste,Toothpaste,Colgate Total,"Colgate Total Active Prevention Whitening Toothpaste Gel, Mint",This advanced fluoride toothpaste improves your dental health and contains an advanced technology that helps prevent common oral health issues for an overall healthier mouth better than regular fluoride toothpaste.,Mint,n.a.,Paste / Gel,058000142107,n.a.,Colgate.com/en-ca (brand site),https://www.colgate.com/en-ca/products/toothpaste/colgate-total-whitening,Brand site,Medium,2026-08-31
CL-CA-COLGATE-0408,Canada,Colgate,Toothpaste,Toothpaste,Colgate Total,Colgate Total Active Prevention Whitening Toothpaste Mint Value Pack 3X120Ml,Walmart Canada retailer listing.,Mint,120 mL,Paste / Gel,n.a.,Walmart.ca item 6000199126265,Walmart Canada,https://www.walmart.ca/en/ip/Colgate-Total-Active-Prevention-Whitening-Toothpaste-Mint-Value-pack-3x120ml/6000199126265,Retailer listing,High,2026-08-31
CL-CA-COLGATE-0409,Canada,Colgate,Toothbrush,Electric / battery toothbrush,Colgate Total,Colgate Total Adult Sonic Battery Powered Electric Toothbrush Soft,Walmart Canada retailer listing.,n.a.,n.a.,Brush,n.a.,Walmart.ca item 5UVL48CGRTPJ,Walmart Canada,https://www.walmart.ca/en/ip/Colgate-Total-Adult-Sonic-Battery-Powered-Electric-Toothbrush-Soft/5UVL48CGRTPJ,Retailer listing,High,2026-08-31
CL-CA-COLGATE-0410,Canada,Colgate,Toothbrush,Electric / battery toothbrush,Colgate Total,"Colgate Total Adult Sonic Battery Toothbrush, Soft",Take control of your oral health using the Colgate Total Soft Bristled Adult Battery Toothbrush.,n.a.,n.a.,Brush,827854027560,n.a.,Colgate.com/en-ca (brand site),https://www.colgate.com/en-ca/products/toothbrush/colgate-total-adult-sonic-battery-toothbrush,Brand site,Medium,2026-08-31
CL-CA-COLGATE-0411,Canada,Colgate,Toothpaste,Toothpaste,Colgate Total,Colgate Total Advanced Sensitive Whitening Tooth Paste 120 Ml,Voila.ca (Sobeys/Safeway Canada) retailer listing.,n.a.,120 mL,Paste / Gel,n.a.,Voila article 609750EA,Voila.ca (Sobeys/Safeway Canada),https://voila.ca/products/colgate-total-advanced-sensitive-whitening-tooth-paste-120-ml/609750EA,Retailer listing,High,2026-08-31
CL-CA-COLGATE-0412,Canada,Colgate,Toothpaste,Toothpaste,Colgate Total,Colgate Total Advanced Toothpaste Daily Repair 120 Ml,Voila.ca (Sobeys/Safeway Canada) retailer listing.,n.a.,120 mL,Paste / Gel,n.a.,Voila article 949749EA,Voila.ca (Sobeys/Safeway Canada),https://voila.ca/products/colgate-total-advanced-toothpaste-daily-repair-120-ml/949749EA,Retailer listing,High,2026-08-31
CL-CA-COLGATE-0413,Canada,Colgate,Toothpaste,Toothpaste,Colgate Total,Colgate Total Advanced Toothpaste Professional Clean 120 Ml,Voila.ca (Sobeys/Safeway Canada) retailer listing.,n.a.,120 mL,Paste / Gel,n.a.,Voila article 949734EA,Voila.ca (Sobeys/Safeway Canada),https://voila.ca/products/colgate-total-advanced-toothpaste-professional-clean-120-ml/949734EA,Retailer listing,High,2026-08-31
CL-CA-COLGATE-0414,Canada,Colgate,Toothpaste,Toothpaste,Colgate Total,Colgate Total Advanced Toothpaste Whitening 120 Ml,Voila.ca (Sobeys/Safeway Canada) retailer listing.,n.a.,120 mL,Paste / Gel,n.a.,Voila article 949748EA,Voila.ca (Sobeys/Safeway Canada),https://voila.ca/products/colgate-total-advanced-toothpaste-whitening-120-ml/949748EA,Retailer listing,High,2026-08-31
CL-CA-COLGATE-0415,Canada,Colgate,Toothpaste,Toothpaste,Colgate Total,Colgate Total Advanced Toothpaste Whitening 70 Ml,Voila.ca (Sobeys/Safeway Canada) retailer listing.,n.a.,70 mL,Paste / Gel,n.a.,Voila article 949661EA,Voila.ca (Sobeys/Safeway Canada),https://voila.ca/products/colgate-total-advanced-toothpaste-whitening-70-ml/949661EA,Retailer listing,High,2026-08-31
CL-CA-COLGATE-0416,Canada,Colgate,Toothpaste,Toothpaste,Colgate Total,Colgate Total Advanced Whitening Toothpaste,Well.ca retailer listing (Canada).,n.a.,n.a.,Paste / Gel,n.a.,Well.ca sku 170187,Well.ca,https://well.ca/products/colgate-total-advanced-whitening_170187.html,Retailer listing,High,2026-08-31
CL-CA-COLGATE-0417,Canada,Colgate,Toothbrush,Electric / battery toothbrush,Colgate Total,Colgate Total Battery Powered Toothbrush White,Well.ca retailer listing (Canada).,n.a.,n.a.,Brush,n.a.,Well.ca sku 324871,Well.ca,https://well.ca/products/colgate-total-battery-powered_324871.html,Retailer listing,High,2026-08-31
CL-CA-COLGATE-0418,Canada,Colgate,Toothbrush,Electric / battery toothbrush,Colgate Total,"Colgate Total Battery Powered Toothbrush, White","When compared to an ordinary manual toothbrush, the Colgate Total Battery Toothbrush offers a superior clean. The tapered Floss-Tip (1) bristles reach deeper (2) along the gumline and between teeth to remove bacteria.",n.a.,n.a.,Brush,827854019749,n.a.,Colgate.com/en-ca (brand site),https://www.colgate.com/en-ca/products/toothbrush/colgate-total-battery-toothbrush,Brand site,Medium,2026-08-31
CL-CA-COLGATE-0419,Canada,Colgate,Toothbrush,Replacement brush heads,Colgate Total,Colgate Total Battery Replacement Toothbrush Heads White 2 Pack,Walmart Canada retailer listing.,n.a.,2 ct,Brush,n.a.,Walmart.ca item 5TD13XOVXWBK,Walmart Canada,https://www.walmart.ca/en/ip/Colgate-Total-Battery-Replacement-Toothbrush-Heads-White-2-Pack/5TD13XOVXWBK,Retailer listing,High,2026-08-31
CL-CA-COLGATE-0420,Canada,Colgate,Toothpaste,Toothpaste,Colgate Total,Colgate Total Clean Mint Toothpaste,Well.ca retailer listing (Canada).,Clean Mint,n.a.,Paste / Gel,n.a.,Well.ca sku 170484,Well.ca,https://well.ca/products/colgate-total-clean-mint-toothpaste_170484.html,Retailer listing,High,2026-08-31
CL-CA-COLGATE-0421,Canada,Colgate,Toothbrush,Manual toothbrush,Colgate Total,Colgate Total Clean Toothbrush 2 Pack,Voila.ca (Sobeys/Safeway Canada) retailer listing.,n.a.,2 ct,Brush,n.a.,Voila article 1309316EA,Voila.ca (Sobeys/Safeway Canada),https://voila.ca/products/colgate-total-clean-toothbrush-2-pack/1309316EA,Retailer listing,High,2026-08-31
CL-CA-COLGATE-0422,Canada,Colgate,Mouthwash & Rinse,Mouthwash / rinse,Colgate Total,Colgate Total Daily Repair Mouthwash Fresh Mint,Well.ca retailer listing (Canada).,Fresh Mint,n.a.,Liquid Rinse,n.a.,Well.ca sku 131505,Well.ca,https://well.ca/products/colgate-total-daily-repair-mouthwash_131505.html,Retailer listing,High,2026-08-31
CL-CA-COLGATE-0423,Canada,Colgate,Mouthwash & Rinse,Mouthwash / rinse,Colgate Total,Colgate Total Mouthwash Charcoal 1 L,Voila.ca (Sobeys/Safeway Canada) retailer listing.,Charcoal,1 L,Liquid Rinse,n.a.,Voila article 920582EA,Voila.ca (Sobeys/Safeway Canada),https://voila.ca/products/colgate-total-mouthwash-charcoal-1-l/920582EA,Retailer listing,High,2026-08-31
CL-CA-COLGATE-0424,Canada,Colgate,Mouthwash & Rinse,Mouthwash / rinse,Colgate Total,Colgate Total Mouthwash Peppermint Blast,Well.ca retailer listing (Canada).,Peppermint,n.a.,Liquid Rinse,n.a.,Well.ca sku 131508,Well.ca,https://well.ca/products/colgate-total-mouthwash-peppermint_131508.html,Retailer listing,High,2026-08-31
CL-CA-COLGATE-0425,Canada,Colgate,Toothpaste,Toothpaste,Colgate Total,Colgate Total Plus Toothpaste Deep Clean 3 Count,Voila.ca (Sobeys/Safeway Canada) retailer listing.,n.a.,3 ct,Paste / Gel,n.a.,Voila article 1309354EA,Voila.ca (Sobeys/Safeway Canada),https://voila.ca/products/colgate-total-plus-toothpaste-deep-clean-3-count/1309354EA,Retailer listing,High,2026-08-31
CL-CA-COLGATE-0426,Canada,Colgate,Toothbrush,Replacement brush heads,Colgate Total,"Colgate Total Replacement Toothbrush Heads Pack, 2 Count",The Colgate Total Replacement Toothbrush Heads Pack includes two replacement brush heads for your Colgate Battery Powered Toothbrush and are compatible with any adult Colgate battery toothbrush.,n.a.,2 ct,Brush,827854029397,n.a.,Colgate.com/en-ca (brand site),https://www.colgate.com/en-ca/products/toothbrush/colgate-total-replacement-toothbrush-head,Brand site,Medium,2026-08-31
CL-CA-COLGATE-0427,Canada,Colgate,Toothpaste,Toothpaste,Colgate Total,Colgate Total Tooth Paste Fresh Boost 120 Ml,Voila.ca (Sobeys/Safeway Canada) retailer listing.,n.a.,120 mL,Paste / Gel,n.a.,Voila article 2815EA,Voila.ca (Sobeys/Safeway Canada),https://voila.ca/products/colgate-total-tooth-paste-fresh-boost-120-ml/2815EA,Retailer listing,High,2026-08-31
CL-CA-COLGATE-0428,Canada,Colgate,Toothbrush,Manual toothbrush,Colgate Total,Colgate Total Toothbrush Foaming Clean Soft 1 Count,Voila.ca (Sobeys/Safeway Canada) retailer listing.,n.a.,1 ct,Brush,n.a.,Voila article 1309348EA,Voila.ca (Sobeys/Safeway Canada),https://voila.ca/products/colgate-total-toothbrush-foaming-clean-soft-1-count/1309348EA,Retailer listing,High,2026-08-31
CL-CA-COLGATE-0429,Canada,Colgate,Toothbrush,Manual toothbrush,Colgate Total,Colgate Total Toothbrush Whitening Restore Soft 2 Pack,Voila.ca (Sobeys/Safeway Canada) retailer listing.,n.a.,2 ct,Brush,n.a.,Voila article 1309350EA,Voila.ca (Sobeys/Safeway Canada),https://voila.ca/products/colgate-total-toothbrush-whitening-restore-soft-2-pack/1309350EA,Retailer listing,High,2026-08-31
CL-CA-COLGATE-0430,Canada,Colgate,Toothpaste,Toothpaste,Colgate Total,Colgate Total Toothpaste Advanced Daily Repair 70 Ml,Voila.ca (Sobeys/Safeway Canada) retailer listing.,n.a.,70 mL,Paste / Gel,n.a.,Voila article 949636EA,Voila.ca (Sobeys/Safeway Canada),https://voila.ca/products/colgate-total-toothpaste-advanced-daily-repair-70-ml/949636EA,Retailer listing,High,2026-08-31
CL-CA-COLGATE-0431,Canada,Colgate,Toothpaste,Toothpaste,Colgate Total,Colgate Total Toothpaste Advanced Gum Protection 70 Ml,Voila.ca (Sobeys/Safeway Canada) retailer listing.,n.a.,70 mL,Paste / Gel,n.a.,Voila article 902029EA,Voila.ca (Sobeys/Safeway Canada),https://voila.ca/products/colgate-total-toothpaste-advanced-gum-protection-70-ml/902029EA,Retailer listing,High,2026-08-31
CL-CA-COLGATE-0432,Canada,Colgate,Toothpaste,Toothpaste,Colgate Total,Colgate Total Toothpaste Advanced Sensitive 70 Ml,Voila.ca (Sobeys/Safeway Canada) retailer listing.,n.a.,70 mL,Paste / Gel,n.a.,Voila article 949678EA,Voila.ca (Sobeys/Safeway Canada),https://voila.ca/products/colgate-total-toothpaste-advanced-sensitive-70-ml/949678EA,Retailer listing,High,2026-08-31
CL-CA-COLGATE-0433,Canada,Colgate,Toothpaste,Toothpaste,Colgate Total,Colgate Total Toothpaste Clean Mint 3 Pack 360 Ml,Voila.ca (Sobeys/Safeway Canada) retailer listing.,Clean Mint,"360 mL, 3 ct",Paste / Gel,n.a.,Voila article 902018EA,Voila.ca (Sobeys/Safeway Canada),https://voila.ca/products/colgate-total-toothpaste-clean-mint-3-pack-360-ml/902018EA,Retailer listing,High,2026-08-31
CL-CA-COLGATE-0434,Canada,Colgate,Toothpaste,Toothpaste,Colgate Total,Colgate Total Toothpaste Clean Mint 70 Ml,Voila.ca (Sobeys/Safeway Canada) retailer listing.,Clean Mint,70 mL,Paste / Gel,n.a.,Voila article 949820EA,Voila.ca (Sobeys/Safeway Canada),https://voila.ca/products/colgate-total-toothpaste-clean-mint-70-ml/949820EA,Retailer listing,High,2026-08-31
CL-CA-COLGATE-0435,Canada,Colgate,Toothpaste,Toothpaste,Colgate Total,Colgate Total Whitening Toothpaste,Well.ca retailer listing (Canada).,n.a.,n.a.,Paste / Gel,n.a.,Well.ca sku 170172,Well.ca,https://well.ca/products/colgate-total-whitening-toothpaste_170172.html,Retailer listing,High,2026-08-31
CL-CA-COLGATE-0436,Canada,Colgate,Toothpaste,Toothpaste,Colgate Total,Colgate Total Whitening Toothpaste 120 Ml,Voila.ca (Sobeys/Safeway Canada) retailer listing.,n.a.,120 mL,Paste / Gel,n.a.,Voila article 949772EA,Voila.ca (Sobeys/Safeway Canada),https://voila.ca/products/colgate-total-whitening-toothpaste-120-ml/949772EA,Retailer listing,High,2026-08-31
CL-CA-COLGATE-0437,Canada,Colgate,Toothpaste,Toothpaste,Colgate Triple Action,"Colgate Triple Action Whitening Toothpaste, Mint","This fresh breath toothpaste also doubles as a whitening toothpaste and helps remove surface stains when you brush. In addition to whitening teeth and freshening breath, Colgate Triple Action Toothpaste also uses fluoride to help remineralize tooth enamel.",Mint,n.a.,Paste / Gel,035000968852,n.a.,Colgate.com/en-ca (brand site),https://www.colgate.com/en-ca/products/toothpaste/colgate-triple-action-whitening-toothpaste,Brand site,Medium,2026-08-31
CL-CA-COLGATE-0438,Canada,Colgate,Toothpaste,Toothpaste,Colgate Zero,Colgate Clear Gel Zero Anticavity Flouride Toothpaste,Open barcode database record (barcode 0035000970466); brands field: Colgate.,n.a.,98 mL,Paste / Gel,035000970466,n.a.,n.a. (open barcode database),"https://world.openbeautyfacts.org/api/v2/search?brands_tags=colgate&countries_tags=en%3Acanada&fields=code,product_name,generic_name,brands,quantity,categories_tags,product_quantity,labels_tags,url&page_size=100&page=1",UPC database,Medium,2026-08-31
CL-CA-ELTAMD-0439,Canada,EltaMD,Skin Care,Moisturizer,EltaMD Skin Care,EltaMD AM Restore Facial Moisturizer,"EltaMD AM Restore Moisturizer hydrates and strengthens the skin’s moisture barrier. Formulated with willow bark extract to support natural exfoliation and niacinamide (vitamin B3) to even skin tone and reduce the appearance of age spots, it leaves skin visibly smoother and more radiant. Non-comedogenic, fragrance-free, and dye-free. AM Restore is oil-free, fragrance-free, noncomedogenic and safe f",n.a.,n.a.,Cream / Lotion,n.a.,ELT02533-P,wedoskin.ca,https://wedoskin.ca/products/eltamd-am-restore-facial-moisturizer,Retailer listing,Medium,2026-08-31
CL-CA-ELTAMD-0440,Canada,EltaMD,Skin Care,Moisturizer,EltaMD Skin Care,EltaMD AM Restore Moisturizer,"EltaMD AM Restore Moisturizer is an advanced, oil-free formula designed to hydrate, smooth, and brighten oily and sensitive skin. Enriched with Niacinamide (Vitamin B3) and Willow Bark Extract, this lightweight moisturizer promotes natural exfoliation, reduces the look of dark spots, and restores skin clarity without clogging pores. Hyaluronic Acid enhances moisture retention, while Caffeine and V",n.a.,n.a.,Cream / Lotion,n.a.,DRM90177,dermacart.ca,https://dermacart.ca/products/eltamd-am-restore-moisturizer,Retailer listing,Medium,2026-08-31
CL-CA-ELTAMD-0441,Canada,EltaMD,Skin Care,Other Skin Care,EltaMD Skin Care,EltaMD Enzyme HydroGel,"EltaMD Enzyme HydroGel is an enzyme-infused skincare treatment designed to promote comfort, recovery, and hydration after non-ablative and mildly ablative procedures. Ideal for combination , dry, and oily skin types, this advanced gel formula helps soothe irritation and reduce itchiness. Featuring hyaluronic acid , it deeply hydrates while delivering a cooling, soothing sensation. Its clear base a",n.a.,n.a.,Paste / Gel,n.a.,DRM90122,dermacart.ca,https://dermacart.ca/products/eltamd-enzyme-hydrogel,Retailer listing,Medium,2026-08-31
CL-CA-ELTAMD-0442,Canada,EltaMD,Skin Care,Moisturizer,EltaMD Skin Care,EltaMD PM Restore Moisturizer (1.7oz),"EltaMD PM Restore Moisturizer works to restore skin while at rest. EltaMD PM Restore Moisturizer helps restore skin vitality and texture. Niacinamide and antioxidants help improve skin tone and texture, while hyaluronic acid and a ceramide hydrate and strengthen skin’s moisture barrier. The result is skin that looks softer, smoother and brighter. Non-comedogenic, fragrance-free. Size: 1.7 oz (48g)",n.a.,n.a.,Cream / Lotion,n.a.,ELT-02540,wedoskin.ca,https://wedoskin.ca/products/eltamd-pm-restore-moisturizer-1-7oz,Retailer listing,Medium,2026-08-31
CL-CA-ELTAMD-0443,Canada,EltaMD,Skin Care,Eye / Lip,EltaMD Skin Care,EltaMD Renew Eye Gel,"EltaMD Renew Eye Gel is a powerful treatment designed to reduce the appearance of puffiness, dark circles, fine lines, and wrinkles around the delicate eye area. Formulated with peptides, Vitamin C & E, and natural extracts, this gel visibly rejuvenates tired eyes, revealing brighter, healthier-looking skin. Clinically proven to reduce fine lines and dark circles within 4 weeks, it also provides e",n.a.,n.a.,Paste / Gel,n.a.,DRM90124,dermacart.ca,https://dermacart.ca/products/eltamd-renew-eye-gel,Retailer listing,Medium,2026-08-31
